8,6,23,19,31,68,40,149,117,250,270,328,388,529,599,802,959,1511,2884,4978,4862,7347,7285,10075,10008,14693,16437,17620,20395,18207,22291,344
24,30,53,72,103,171,211,360,477,727,997,1325,1713,2242,2841,3643,4602,6113,8997,13975,18837,26184,33469,43544,53552,68245,84682,102302,122697,140904,163195,163539
2020 04 03
